Sl,Text,Extracted Name,Extracted Location,Extracted Organization
187,['waugh 7 k.'],"['waugh', 'k.']",[],[]
188,['benjamin b warne 8 c.'],"['benjamin', 'warne', 'c.']",[],[]
189,['ambrose run out 2 c.'],"['ambrose', 'c.']",[],[]
190,['walsh not out 8 extras( lb-10 w-1 nb-3) 14 total( 49.2'],[],[],[]
191,['overs) 172 fall of wickets: 1-11 2-38 3-64 4-73 5-81 6-120 7-135 8-150 9-153.'],[],[],[]
192,"['bowling: reiffel 10-2-26-0( nb-3), gillespie 10-0-39-2, moody 10-1-25-2, blewett 6.2-0-27-1']","['reiffel', 'gillespie']",[],"['moody', '10-1-25-2', 'blewett']"
193,"[', warne 10-0-34-2( w-1), m.']","['warne', '10-0-34-2', 'm.']",[],[]
194,['waugh 3-0-11-1.'],['waugh'],[],[]
195,['australia m.'],['m.'],['australia'],[]
196,['taylor b mclean 29 m.'],"['taylor', 'm.']",[],[]
197,['waugh c murray b benjamin 27 r.'],"['waugh', 'murray', 'benjamin', 'r.']",[],[]
198,['ponting lbw mclean 5 g.'],"['ponting', 'g.']",[],[]
199,['blewett not out 57 m.'],"['blewett', 'm.']",[],[]
200,['bevan st murray b hooper 3 s.'],"['bevan', 'st', 'murray', 'hooper', 's.']",[],[]
201,['law b hooper 21 t.'],"['law', 'hooper', 't.']",[],[]
202,"['moody not out 3 extras( lb-17 nb-8 w-3) 28 total( for five wickets, 48.4']",[],[],[]
203,['overs) 173 fall of wickets: 1-59 2-70 3-78 4-90 5-160.'],[],[],[]
204,['did not bat: i.'],['i.'],[],[]
205,"['healy, p.']","['healy', 'p.']",[],[]
206,"['reiffel, s.']","['reiffel', 's.']",[],[]
207,"['warne, j.']",['j.'],[],[]
208,['gillespie.'],[],[],[]
209,"['bowling: ambrose 10-3-19-0( 2nb 1w), walsh 9-0-34-0( 4nb), benjamin 9.4-0-43-1']","['ambrose', '10-3-19-0', '2nb', 'walsh', '9-0-34-0', 'benjamin', '9.4-0-43-1']",[],[]
210,"['( 1nb 1w), hooper 10-0-27-2( 1nb), mclean 10-1-33-2( 1w).']","['hooper', '10-0-27-2', 'mclean', '10-1-33-2']",[],[]
211,['result: australia won by five wickets.'],[],['australia'],[]
212,['-docstart- cricket- australia beat west indies by five wickets.'],[],"['australia', 'west', 'indies']",[]
213,['melbourne 1996-12-06 australia beat west indies by five wickets in a world series limited overs match at the melbourne cricket ground on friday.'],[],"['melbourne', 'australia', 'west', 'indies', 'melbourne']",[]
214,['scores: west indies 172 all out in 49.2'],[],"['west', 'indies']",[]
215,['overs( shivnarine chanderpaul 54); australia 173-5 in 48.4'],"['shivnarine', 'chanderpaul']",['australia'],[]
216,['overs( greg blewett 57 not out).'],"['greg', 'blewett']",[],[]
217,['-docstart- cricket- west indies 172 all out in 49.2'],[],"['west', 'indies']",[]
218,['overs v australia.'],[],['australia'],[]
219,['melbourne 1996-12-06 west indies were all out for 172 off 49.2'],[],"['melbourne', 'west', 'indies']",[]
220,['overs in the world series limited overs match against australia on friday.'],[],['australia'],[]
221,['-docstart- cricket- sheffield shield score.'],"['sheffield', 'shield']",[],[]
222,"['hobart, australia 1996-12-06 score on the first day of the four-day sheffield shield match between tasmania and victoria at bellerive oval on friday: tasmania 352 for three( david boon 106 not out, shaun young 86 not out, michael divenuto 119) v victoria.']","['tasmania', 'david', 'boon', 'shaun', 'young', 'michael', 'divenuto']","['hobart', 'australia', 'sheffield', 'tasmania', 'victoria', 'bellerive', 'oval']",['victoria']
223,['-docstart- cricket- lara suffers more australian tour misery.'],['lara'],[],[]
224,"['melbourne 1996-12-06 west indies batsman brian lara suffered another blow to his australian tour, after already being disciplined for misconduct, when he was dismissed cheaply in the first limited overs match against australia on friday.']","['brian', 'lara']","['melbourne', 'west', 'indies', 'australia']",[]
225,"['lara, who earned a stern rebuke from his own tour management after an angry outburst against australia wicketkeeper ian healy, scored five to prolong a run of poor form with the bat.']","['lara', 'ian', 'healy']",['australia'],[]
226,['the west indies vice-captain struggled for timing during his 36-minute stay at the crease before chipping a ball from medium pacer tom moody straight to shane warne at mid-wicket.'],"['tom', 'shane']","['west', 'indies', 'mid-wicket']",['moody']
227,['west indies were 53 for two in 15 overs when rain stopped play at the melbourne cricket ground after captain courtney walsh won the toss and elected to bat.'],"['courtney', 'walsh']","['west', 'indies', 'melbourne']",[]
228,"[""lara's outburst three days ago has clearly turned some of the australian public against him.""]",['lara'],[],[]
229,['as he walked to the wicket he was greeted by loud jeers from sections of the crowd.'],"['loud', 'jeers']",[],[]
230,"['on several occasions during his innings, the crowd joined together in a series of obscene chants against him.']",[],[],[]
231,"[""tour manager clive lloyd on wednesday apologised for lara's behaviour in confronting australia coach geoff marsh in the opposition dressing room to protest against his dismissal in the second test on tuesday.""]","['clive', 'lloyd', 'geoff', 'marsh']",['australia'],['lara']
232,['lloyd did not say what form the discipline would take.'],['lloyd'],[],[]
233,"[""lara, who holds the record for the highest score in test and first-class cricket, was unhappy about healy's role in the incident and questioned whether the ball had carried to the australia keeper.""]","['lara', 'healy', 'ball']","['first-class', 'australia']",[]
234,['australia went on to win the match at the sydney cricket ground by 124 runs to take a two-nil lead in the five-test series after lara failed in both innings.'],[],"['australia', 'sydney']",[]
235,['lara has yet to score a century since west indies arrived in australia five weeks ago.'],[],['australia'],[]
236,"['both west indies and australia team management have played down the incident, stressing that relations between the two sides have not been adversely affected.']",[],"['west', 'indies', 'australia']",[]
237,"['pakistan, who arrive next week, are the third team in the triangular world series tournament.']",[],['pakistan'],[]
238,['-docstart- cricket- west indies to bat after winning the toss.'],[],"['west', 'indies']",[]
239,['melbourne 1996-12-06 west indies captain courtney walsh elected to bat after winning the toss in the first match in the world series limited overs competition against australia at the melbourne cricket ground on friday.'],"['courtney', 'walsh']","['melbourne', 'west', 'indies', 'australia', 'melbourne']",[]
240,"['teams: australia- mark taylor( captain), mark waugh, ricky ponting, greg blewett, michael bevan, stuart law, tom moody, ian healy, paul reiffel, shane warne, jason gillespie, glenn mcgrath 12th man.']","['mark', 'taylor', 'mark', 'waugh', 'ricky', 'ponting', 'greg', 'blewett', 'michael', 'bevan', 'stuart', 'tom', 'moody', 'ian', 'healy', 'paul', 'reiffel', 'shane', 'warne', 'jason', 'gillespie', 'glenn', 'mcgrath']",['australia'],[]
241,"['west indies- sherwin campbell, robert samuels, brian lara, shivnarine chanderpaul, carl hooper, jimmy adams, junior murray, nixon mclean, kenneth benjamin, curtly ambrose, courtney walsh( captain), roland holder 12th man.']","['sherwin', 'campbell', 'robert', 'samuels', 'brian', 'lara', 'shivnarine', 'chanderpaul', 'carl', 'hooper', 'jimmy', 'adams', 'junior', 'murray', 'nixon', 'mclean', 'kenneth', 'benjamin', 'curtly', 'ambrose', 'courtney', 'walsh', 'roland']","['west', 'indies']",[]
242,['-docstart- badminton- world grand prix results.'],[],[],[]
243,"[""bali 1996-12-06 results in last of the group matches at the world grand prix badminton finals on friday: men's singles group b chen gang( china) beat martin londgaard hansen( denmark) 15-12 15-6 dong jiong( china) beat thomas stuer-lauridsen( denmark) 15-10 15-6 indra wijaya( indonesia) beat ong ewe hock( malaysia) 5-15 15-11 15-11 group c sun jun( china) beat rashid sidek( malaysia) 15-12 17-14 hermawan susanto( indonesia) beat soren b.""]","['chen', 'gang', 'martin', 'londgaard', 'hansen', 'dong', 'jiong', 'thomas', 'stuer-lauridsen', 'indra', 'wijaya', 'ong', 'ewe', 'hock', 'sun', 'jun', 'rashid', 'sidek', 'hermawan', 'susanto', 'soren', 'b.']","['china', 'denmark', 'china', 'denmark', 'indonesia', 'malaysia', 'china', 'malaysia', 'indonesia']",[]
244,"[""nielsen( denmark) 15-8 15-2 group d allan budi kuksuma( indonesia) beat poul-erik hoyer-larsen( denmark) 15-7 15-4 budi santoso( indonesia) beat hu zhilan( china) 15-4 15-5 semifinals( on saturday): fung permadi( taiwan) v indra wijaya( indonesia); sun jun( china) v allan budi kusuma( indonesia) women's singles group a gong zhichao( china) beat mia audina( indonesia) 11-2 12-10 group b ye zhaoying( china) beat meiluawati( indonesia) 11-6 12-10 group c camilla martin( denmark) beat wang chen( china) 11-0 12-10 group d susi susanti( indonesia) beat han jingna( china) 11-5 11-4.""]","['nielsen', 'allan', 'budi', 'kuksuma', 'poul-erik', 'hoyer-larsen', 'budi', 'santoso', 'hu', 'zhilan', 'fung', 'permadi', 'indra', 'wijaya', 'sun', 'jun', 'allan', 'budi', 'kusuma', 'gong', 'zhichao', 'mia', 'audina', 'ye', 'zhaoying', 'meiluawati', 'camilla', 'martin', 'wang', 'chen', 'susi', 'susanti', 'han', 'jingna']","['denmark', 'indonesia', 'denmark', 'indonesia', 'china', 'taiwan', 'indonesia', 'china', 'indonesia', 'china', 'indonesia', 'china', 'indonesia', 'denmark', 'china', 'indonesia', 'china']",[]
245,['semifinals( on saturday): susi susanti( indonesia) v camilla martin( denmark); ye zhaoying( china) v gong zichao( china).'],"['susi', 'susanti', 'camilla', 'martin', 'ye', 'zhaoying', 'gong', 'zichao']","['indonesia', 'denmark', 'china', 'china']",[]
246,"[""-docstart- soccer- arab contractors win african cup winners' cup.""]",[],[],[]
247,"[""cairo 1996-12-06 result of the second leg of the african cup winners' cup final at the national stadium on friday: arab contractors( egypt) 4 sodigraf( zaire) 0( halftime 2-0) scorers: aly ashour 7, 56 penalty, mohamed ouda 24, 73 contractors won 4-0 on aggregate.""]","['aly', 'ashour', 'mohamed', 'ouda']","['cairo', 'stadium', 'egypt', 'zaire']","['arab', 'contractors', 'sodigraf']"
248,"[""-docstart- nhl ice hockey- standings after thursday's games.""]",[],[],[]
249,"[""new york 1996-12-06 standings of national hockey league teams after games played on thursday( tabulate under won, lost, tied, goals for, goals against, points): eastern conference northeast division w l t gf ga pts hartford 12 7 6 77 76 30 buffalo 13 12 1 77 76 27 boston 10 11 4 74 84 24 montreal 10 14 4 96 103 24 pittsburgh 9 13 3 81 91 21 ottawa 7 11 6 62 72 20 atlantic division w l t gf ga pts florida 17 4 6 83 53 40 philadelphia 14 12 2 75 75 30 new jersey 14 10 1 61 61 29 washington 13 12 1 69 66 27 ny rangers 10 13 5 91 81 25 ny islanders 7 11 8 65 72 22 tampa bay 8 15 2 69 81 18 western conference central division w l t gf ga pts detroit 15 9 4 81 53 34 dallas 16 9 1 74 60 33 chicago 12 12 3 71 67 27 st louis 13 14 0 78 81 26 toronto 11 15 0 76 89 22 phoenix 9 13 4 61 74 22 pacific division w l t gf ga pts colorado 17 6 4 97 56 38 vancouver 14 11 1 84 83 29 edmonton 13 14 1 94 88 27 los angeles 11 13 3 72 83 25 san jose 10 13 4 69 87 24 calgary 10 16 2 65 77 22 anaheim 9 14 4 73 86 22 friday, december 6 anaheim at buffalo toronto at ny rangers pittsburgh at washington montreal at chicago philadelphia at dallas st louis at colorado ottawa at edmonton -docstart- nhl ice hockey- thursday's results.""]",[],"['new', 'york', 'ny', 'washington', 'chicago', 'dallas', 'colorado', 'ottawa']","['boston', 'montreal', 'pittsburgh', 'ottawa', 'florida', 'philadelphia', 'new', 'jersey', 'washington', 'ny', 'rangers', 'tampa', 'bay', 'detroit', 'dallas', 'chicago', 'st', 'louis', 'toronto', 'phoenix', 'pacific', 'colorado', '97', 'vancouver', 'edmonton', 'los', 'angeles', 'san', 'jose', 'calgary', 'anaheim', 'anaheim', 'buffalo', 'toronto', 'rangers', 'pittsburgh', 'montreal', 'philadelphia', 'st', 'louis']"
250,['[ corrected 08:40 gmt] new york 1996-12-06( corrects headline from nba to nhl and corrects team name in second result from la clippers to ny islanders.'],[],"['new', 'york', '1996-12-06', 'la', 'islanders']",[]
251,[') results of national hockey league games on thursday( home team in caps): hartford 4 boston 2 florida 4 ny islanders 2 new jersey 2 calgary 1 phoenix 3 st louis 0 tampa bay 2 los angeles 1 -docstart- nfl american football-colts clobber eagles to stay in playoff hunt.'],[],[],"['hartford', 'boston', 'florida', 'ny', 'islanders', 'new', 'jersey', 'calgary', 'phoenix', 'st', 'louis', 'tampa', 'bay', 'los', 'angeles']"
252,"[""indianapolis 1996-12-06 the injury-plagued indianapolis colts lost another quarterback on thursday but last year's afc finalists rallied together to shoot down the philadelphia eagles 37-10 in a showdown of playoff contenders.""]",[],[],"['indianapolis', 'colts', 'philadelphia']"
253,"['marshall faulk rushed for 101 yards and two touchdowns and jason belser returned an interception 44 yards for a score as the colts improved to 8-6, the same mark as the eagles, who lost for the fourth time in five games.']","['marshall', 'jason', 'belser']",[],['eagles']
254,"['paul justin, starting for the sidelined jim harbaugh, was 14-of-23 for 144 yards and a touchdown for the the colts, who played their last home game of the season.']","['paul', 'justin', 'jim', 'harbaugh']",[],[]
255,['indianapolis closes with games at kansas city and cincinnati.'],[],"['kansas', 'city', 'cincinnati']",[]
256,['the eagles were held without a touchdown until the final five seconds.'],[],[],[]
257,"['philadelphia, which fell from an nfc east tie with the dallas cowboys and washington redskins, go on the road against the new york jets and then entertain arizona.']",['cowboys'],"['washington', 'redskins', 'new', 'york', 'jets']","['philadelphia', 'dallas']"
258,['the loss by philadelphia allowed the idle green bay packers( 10-3) to clinch the first nfc playoff berth.'],[],[],"['philadelphia', 'green']"
259,"['the colts won despite the absence of injured starting defensive tackle tony siragusa, cornerback ray buchanan and linebacker quentin coryatt.']","['tony', 'siragusa', 'cornerback', 'ray', 'linebacker', 'quentin', 'coryatt']",[],[]
260,"['faulk carried 16 times, including a 13-yard td run in the first quarter and a seven-yard score early in the final period.']",[],[],"['faulk', 'times']"
261,"['justin made his second straight start for harbaugh, who has a knee injury.']","['justin', 'harbaugh']",[],[]
262,['justin suffered a sprained right shoulder in the third quarter and did not return.'],['justin'],[],[]
263,"['third-stringer kerwin bell, a 1988 draft choice of the miami dolphins, made his nfl debut and was 5-of-5 for 75 yards, including a 20-yard scoring strike to marvin harrison in the third period.']","['third-stringer', 'kerwin', 'bell']","['miami', 'dolphins']",[]
264,"[""a 39-yard interference penalty against philadelphia's troy vincent set up faulk's first score around left end that capped an 80-yard march 5:17 into the game and the rout was on.""]","['troy', 'vincent']",[],['philadelphia']
265,['eagles quarterback ty detmer was 17-of-34 for 182 yards before he was benched.'],"['eagles', 'quarterback', 'ty', 'detmer']",[],[]
266,"['ricky watters, who leads the nfc in rushing, left the game after getting kneed to the helmet after gaining 33 yards on seven carries.']","['ricky', 'watters']",['rushing'],[]
